bbl,address,borough,unitsres,rs_units,yearbuilt,bldgclass,wow_link
1005280008,204 WEST HOUSTON STREET,MN,29,0,1869,D4,https://whoownswhat.justfix.org/bbl/1005280008
2030350048,463 EAST 178 STREET,BX,38,0,1935,D4,https://whoownswhat.justfix.org/bbl/2030350048
4161870057,150 BEACH 115 STREET,QN,17,0,1910,C5,https://whoownswhat.justfix.org/bbl/4161870057
4044100056,31-30 138 STREET,QN,144,0,1959,D4,https://whoownswhat.justfix.org/bbl/4044100056
3002160020,70 MIDDAGH STREET,BK,11,0,1897,C1,https://whoownswhat.justfix.org/bbl/3002160020
2027230028,906 SIMPSON STREET,BX,31,0,1925,C6,https://whoownswhat.justfix.org/bbl/2027230028
3037090232,1821 PITKIN AVENUE,BK,18,0,1905,C7,https://whoownswhat.justfix.org/bbl/3037090232
4083060004,245-50 62 AVENUE,QN,124,0,1953,C6,https://whoownswhat.justfix.org/bbl/4083060004
3017540020,778 MYRTLE AVENUE,BK,60,0,0,D6,https://whoownswhat.justfix.org/bbl/3017540020
2032030042,2473 DAVIDSON AVENUE,BX,22,0,1917,C1,https://whoownswhat.justfix.org/bbl/2032030042
1008890055,150 EAST 34 STREET,MN,259,0,1987,D8,https://whoownswhat.justfix.org/bbl/1008890055
3002710001,205 STATE STREET,BK,239,0,2003,D1,https://whoownswhat.justfix.org/bbl/3002710001
1011290055,44 WEST 77 STREET,MN,32,0,1909,D4,https://whoownswhat.justfix.org/bbl/1011290055
4018400038,89-05 55 AVENUE,QN,20,0,1990,C1,https://whoownswhat.justfix.org/bbl/4018400038
3032450002,1333 MYRTLE AVENUE,BK,16,0,1910,C1,https://whoownswhat.justfix.org/bbl/3032450002
1018600013,145 WEST 105 STREET,MN,20,0,1900,C6,https://whoownswhat.justfix.org/bbl/1018600013
1011670001,320 WEST END AVENUE,MN,33,0,1924,D4,https://whoownswhat.justfix.org/bbl/1011670001
1020720055,552 WEST 141 STREET,MN,24,0,1910,D4,https://whoownswhat.justfix.org/bbl/1020720055
1003870044,283 EAST 4 STREET,MN,36,0,1920,D4,https://whoownswhat.justfix.org/bbl/1003870044
1015010056,1246 MADISON AVENUE,MN,50,0,1929,D4,https://whoownswhat.justfix.org/bbl/1015010056
3055900001,4123 9 AVENUE,BK,38,0,1916,C1,https://whoownswhat.justfix.org/bbl/3055900001
3019480063,51 CLIFTON PLACE,BK,16,0,1905,C6,https://whoownswhat.justfix.org/bbl/3019480063
1007420060,340 WEST 19 STREET,MN,26,0,1920,C6,https://whoownswhat.justfix.org/bbl/1007420060
1004110064,139 ESSEX STREET,MN,16,0,1900,C7,https://whoownswhat.justfix.org/bbl/1004110064
3044560070,407 MONTAUK AVENUE,BK,11,0,1930,C1,https://whoownswhat.justfix.org/bbl/3044560070
3033040002,12 BLEECKER STREET,BK,16,0,1931,C6,https://whoownswhat.justfix.org/bbl/3033040002
1014530027,350 EAST 79 STREET,MN,236,0,1989,D8,https://whoownswhat.justfix.org/bbl/1014530027
4139430001,80-11 SHORE PARKWAY,QN,96,0,1960,C6,https://whoownswhat.justfix.org/bbl/4139430001
3069330046,2606 CROPSEY AVENUE,BK,12,0,1975,C6,https://whoownswhat.justfix.org/bbl/3069330046
2033270132,3433 DEKALB AVENUE,BX,84,0,1927,D7,https://whoownswhat.justfix.org/bbl/2033270132
2026070047,1098 FRANKLIN AVENUE,BX,16,0,1910,C1,https://whoownswhat.justfix.org/bbl/2026070047
1019690055,418 WEST 130 STREET,MN,50,0,1920,D1,https://whoownswhat.justfix.org/bbl/1019690055
2031060044,1961 MAPES AVENUE,BX,23,0,1910,C6,https://whoownswhat.justfix.org/bbl/2031060044
1009270015,323 EAST 21 STREET,MN,18,0,1910,C6,https://whoownswhat.justfix.org/bbl/1009270015
1004460033,73 1 AVENUE,MN,16,0,1900,C7,https://whoownswhat.justfix.org/bbl/1004460033
4005780020,30-83 CRESCENT STREET,QN,35,0,1928,C6,https://whoownswhat.justfix.org/bbl/4005780020
4163500400,217-02 BREEZY POINT BLVD,QN,1887,0,1938,A8,https://whoownswhat.justfix.org/bbl/4163500400
4058630200,209-25 18 AVENUE,QN,120,0,1960,D4,https://whoownswhat.justfix.org/bbl/4058630200
1018440018,17 WEST 108 STREET,MN,27,0,1900,C6,https://whoownswhat.justfix.org/bbl/1018440018
1018230056,67 ST NICHOLAS AVENUE,MN,26,0,1904,D4,https://whoownswhat.justfix.org/bbl/1018230056
1004210044,174 FORSYTH STREET,MN,40,0,1993,D3,https://whoownswhat.justfix.org/bbl/1004210044
1009040031,238 EAST 24 STREET,MN,18,0,1950,C7,https://whoownswhat.justfix.org/bbl/1009040031
1019310001,2330 8 AVENUE,MN,30,0,1907,D7,https://whoownswhat.justfix.org/bbl/1019310001
1012740057,24 CENTRAL PARK SOUTH,MN,37,0,1963,D4,https://whoownswhat.justfix.org/bbl/1012740057
1021170007,3810 BROADWAY,MN,55,0,1908,D4,https://whoownswhat.justfix.org/bbl/1021170007
3013130031,104 EMPIRE BOULEVARD,BK,20,0,1915,C1,https://whoownswhat.justfix.org/bbl/3013130031
2027540017,1015 EAST 167 STREET,BX,18,0,1910,C7,https://whoownswhat.justfix.org/bbl/2027540017
3074220013,2430 HARING STREET,BK,108,0,1952,D4,https://whoownswhat.justfix.org/bbl/3074220013
1020430013,2647 8 AVENUE,MN,12,0,1920,C7,https://whoownswhat.justfix.org/bbl/1020430013
1014430017,345 EAST 68 STREET,MN,39,0,1910,I4,https://whoownswhat.justfix.org/bbl/1014430017
1013640022,435 EAST 52 STREET,MN,77,0,1931,D4,https://whoownswhat.justfix.org/bbl/1013640022
1013490041,322 EAST 57 STREET,MN,20,0,1930,D4,https://whoownswhat.justfix.org/bbl/1013490041
3009250021,838 42 STREET,BK,20,0,1916,C1,https://whoownswhat.justfix.org/bbl/3009250021
2032750011,2550 MARION AVENUE,BX,36,0,1940,D7,https://whoownswhat.justfix.org/bbl/2032750011
1019900061,450 RIVERSIDE DRIVE,MN,31,0,1909,D3,https://whoownswhat.justfix.org/bbl/1019900061
5001450001,81 NORTH MADA AVENUE,SI,12,0,1977,C1,https://whoownswhat.justfix.org/bbl/5001450001
1004040048,315 EAST 10 STREET,MN,12,0,1848,D1,https://whoownswhat.justfix.org/bbl/1004040048
3011420092,871 BERGEN STREET,BK,16,0,2008,D9,https://whoownswhat.justfix.org/bbl/3011420092
1004000061,193 EAST 4 STREET,MN,11,0,1900,C7,https://whoownswhat.justfix.org/bbl/1004000061
3064150022,8721 BAY PARKWAY,BK,60,0,1954,D4,https://whoownswhat.justfix.org/bbl/3064150022
2027170048,1049 FOX STREET,BX,42,0,1915,D4,https://whoownswhat.justfix.org/bbl/2027170048
1012730060,42 WEST 58 STREET,MN,134,0,1926,HS,https://whoownswhat.justfix.org/bbl/1012730060
2024070029,381 EAST 160 STREET,BX,26,0,1914,C1,https://whoownswhat.justfix.org/bbl/2024070029
1004690017,220 EAST 14 STREET,MN,14,0,1920,C7,https://whoownswhat.justfix.org/bbl/1004690017
1016710052,1928 2 AVENUE,MN,20,0,1910,C7,https://whoownswhat.justfix.org/bbl/1016710052
1016300016,1620 LEXINGTON AVENUE,MN,33,0,1930,C6,https://whoownswhat.justfix.org/bbl/1016300016
3032460043,175 STOCKHOLM STREET,BK,42,0,1931,D5,https://whoownswhat.justfix.org/bbl/3032460043
3062250036,7511 NEW UTRECHT AVENUE,BK,33,0,1929,C7,https://whoownswhat.justfix.org/bbl/3062250036
1013920070,965 5 AVENUE,MN,47,0,1937,D4,https://whoownswhat.justfix.org/bbl/1013920070
1018320025,7 WEST 96 STREET,MN,80,0,1931,D4,https://whoownswhat.justfix.org/bbl/1018320025
3002080501,10 MONTAGUE TERRACE,BK,16,0,1879,D4,https://whoownswhat.justfix.org/bbl/3002080501
1015830012,525 EAST 86 STREET,MN,136,0,1962,D4,https://whoownswhat.justfix.org/bbl/1015830012
3030440035,155 MESEROLE STREET,BK,12,0,1920,C1,https://whoownswhat.justfix.org/bbl/3030440035
1004260023,15 STANTON STREET,MN,13,0,1900,C7,https://whoownswhat.justfix.org/bbl/1004260023
1013190011,217 EAST 45 STREET,MN,59,0,1939,N2,https://whoownswhat.justfix.org/bbl/1013190011
2027610043,1225 SENECA AVENUE,BX,75,0,1926,C1,https://whoownswhat.justfix.org/bbl/2027610043
1010370007,359 WEST 46 STREET,MN,13,0,1920,C5,https://whoownswhat.justfix.org/bbl/1010370007
3074650052,3025 OCEAN AVENUE,BK,91,0,1954,D4,https://whoownswhat.justfix.org/bbl/3074650052
3002260008,50 ORANGE STREET,BK,20,0,1901,C1,https://whoownswhat.justfix.org/bbl/3002260008
2026740039,601 PROSPECT AVENUE,BX,15,0,1910,C5,https://whoownswhat.justfix.org/bbl/2026740039
4092310081,83-35 LEFFERTS BOULEVARD,QN,16,0,1975,C1,https://whoownswhat.justfix.org/bbl/4092310081
4005790042,31-23 CRESCENT STREET,QN,24,0,1971,D4,https://whoownswhat.justfix.org/bbl/4005790042
1015140008,111 EAST 85 STREET,MN,160,0,1971,D4,https://whoownswhat.justfix.org/bbl/1015140008
1015180061,114 EAST 90 STREET,MN,38,0,1925,D4,https://whoownswhat.justfix.org/bbl/1015180061
1004290014,103 EAST 2 STREET,MN,19,0,1900,C7,https://whoownswhat.justfix.org/bbl/1004290014
3013920001,1215 EASTERN PARKWAY,BK,27,0,1921,C1,https://whoownswhat.justfix.org/bbl/3013920001
3060930029,92 PARROTT PLACE,BK,12,0,1978,C1,https://whoownswhat.justfix.org/bbl/3060930029
1020570036,459 WEST 140 STREET,MN,14,0,1906,C5,https://whoownswhat.justfix.org/bbl/1020570036
2033440102,3535 KINGS COLLEGE PLACE,BX,120,0,1954,D4,https://whoownswhat.justfix.org/bbl/2033440102
2032520076,66 VAN CORTLANDT PARK S,BX,264,0,1924,I6,https://whoownswhat.justfix.org/bbl/2032520076
3011790027,338 LINCOLN PLACE,BK,59,0,1922,C6,https://whoownswhat.justfix.org/bbl/3011790027
1006090065,141 WEST 13 STREET,MN,15,0,1910,C6,https://whoownswhat.justfix.org/bbl/1006090065
1020430022,312 WEST 142 STREET,MN,15,0,1910,C4,https://whoownswhat.justfix.org/bbl/1020430022
1003080021,53 ORCHARD STREET,MN,11,0,1910,C7,https://whoownswhat.justfix.org/bbl/1003080021
1012440085,316 WEST 82 STREET,MN,11,0,1896,C6,https://whoownswhat.justfix.org/bbl/1012440085
1010560008,457 WEST 46 STREET,MN,15,0,1910,C1,https://whoownswhat.justfix.org/bbl/1010560008
1014070016,1004 LEXINGTON AVENUE,MN,62,0,1916,D4,https://whoownswhat.justfix.org/bbl/1014070016
1014500050,1452 2 AVENUE,MN,16,0,1910,C7,https://whoownswhat.justfix.org/bbl/1014500050
1004610024,232 EAST 6 STREET,MN,31,0,1929,D4,https://whoownswhat.justfix.org/bbl/1004610024
5055980029,37 PETRUS AVENUE,SI,27,0,1991,C9,https://whoownswhat.justfix.org/bbl/5055980029
1003910056,307 EAST 8 STREET,MN,12,0,1900,C6,https://whoownswhat.justfix.org/bbl/1003910056
1005610012,34 EAST 10 STREET,MN,18,0,1903,D4,https://whoownswhat.justfix.org/bbl/1005610012
1012130107,151 WEST 82 STREET,MN,16,0,1886,C5,https://whoownswhat.justfix.org/bbl/1012130107
1019220049,256 WEST 117 STREET,MN,50,0,1910,C6,https://whoownswhat.justfix.org/bbl/1019220049
1015550040,320 EAST 93 STREET,MN,16,0,1910,C4,https://whoownswhat.justfix.org/bbl/1015550040
1003720055,290 EAST 2 STREET,MN,20,0,1920,C6,https://whoownswhat.justfix.org/bbl/1003720055
3011440081,171 ST MARKS AVENUE,BK,14,0,1880,C5,https://whoownswhat.justfix.org/bbl/3011440081
1009210051,318 EAST 15 STREET,MN,140,0,1965,H8,https://whoownswhat.justfix.org/bbl/1009210051
2038190061,2253 HAVILAND AVENUE,BX,15,0,1920,C1,https://whoownswhat.justfix.org/bbl/2038190061
3007330025,848 43 STREET,BK,36,0,1922,C6,https://whoownswhat.justfix.org/bbl/3007330025
2028490028,1723 TOWNSEND AVENUE,BX,21,0,1926,C6,https://whoownswhat.justfix.org/bbl/2028490028
1004040025,542 EAST 11 STREET,MN,20,0,1920,C1,https://whoownswhat.justfix.org/bbl/1004040025
2027630160,711 FAILE STREET,BX,26,0,1923,C1,https://whoownswhat.justfix.org/bbl/2027630160
3011810055,321 EASTERN PARKWAY,BK,20,0,1920,C6,https://whoownswhat.justfix.org/bbl/3011810055
1015260035,226 EAST 81 STREET,MN,20,0,1920,C4,https://whoownswhat.justfix.org/bbl/1015260035
1003940058,621 EAST 11 STREET,MN,16,0,1900,C7,https://whoownswhat.justfix.org/bbl/1003940058
1015760014,515 EAST 79 STREET,MN,163,0,1981,D4,https://whoownswhat.justfix.org/bbl/1015760014
4097360141,84-42 SMEDLEY STREET,QN,45,0,2006,D7,https://whoownswhat.justfix.org/bbl/4097360141
4032530062,1 STATION SQUARE,QN,50,0,1930,D4,https://whoownswhat.justfix.org/bbl/4032530062
1016280026,183 EAST 100 STREET,MN,35,0,1910,C4,https://whoownswhat.justfix.org/bbl/1016280026
1012160001,175 WEST 85 STREET,MN,42,0,1890,D7,https://whoownswhat.justfix.org/bbl/1012160001
1021080075,1985 AMSTERDAM AVENUE,MN,24,0,1910,C7,https://whoownswhat.justfix.org/bbl/1021080075
2029610010,781 EAST 169 STREET,BX,13,0,1931,K4,https://whoownswhat.justfix.org/bbl/2029610010
4013150044,41-11 52 STREET,QN,12,0,1931,C1,https://whoownswhat.justfix.org/bbl/4013150044
1011450105,171 WEST 73 STREET,MN,11,0,1882,C6,https://whoownswhat.justfix.org/bbl/1011450105
1021550019,2440 AMSTERDAM AVENUE,MN,69,0,1923,D4,https://whoownswhat.justfix.org/bbl/1021550019
1019820050,11 OLD BROADWAY,MN,14,0,1905,C7,https://whoownswhat.justfix.org/bbl/1019820050
2028400018,38 MARCY PLACE,BX,56,0,1924,C1,https://whoownswhat.justfix.org/bbl/2028400018
1014000057,880 LEXINGTON AVENUE,MN,18,0,1872,C5,https://whoownswhat.justfix.org/bbl/1014000057
3086750068,502 OCEAN VIEW AVENUE,BK,12,0,1931,C1,https://whoownswhat.justfix.org/bbl/3086750068
1003440147,40 CLINTON STREET,MN,22,0,1920,C7,https://whoownswhat.justfix.org/bbl/1003440147
1002140025,135 HUDSON STREET,MN,12,0,1887,C6,https://whoownswhat.justfix.org/bbl/1002140025
3036100009,41 LOTT AVENUE,BK,20,0,1930,C1,https://whoownswhat.justfix.org/bbl/3036100009
4017270008,112-50 NORTHERN BOULEVARD,QN,301,0,1953,D4,https://whoownswhat.justfix.org/bbl/4017270008
1004110037,90 RIVINGTON STREET,MN,21,0,1900,D7,https://whoownswhat.justfix.org/bbl/1004110037
1008240039,178 5 AVENUE,MN,13,0,1862,C7,https://whoownswhat.justfix.org/bbl/1008240039
1013930027,51 EAST 78 STREET,MN,21,0,1894,D4,https://whoownswhat.justfix.org/bbl/1013930027
1019490026,303 WEST 122 STREET,MN,42,0,1913,D4,https://whoownswhat.justfix.org/bbl/1019490026
1020320060,294 WEST 147 STREET,MN,20,0,1920,C1,https://whoownswhat.justfix.org/bbl/1020320060
2024280037,371 EAST 165 STREET,BX,21,0,1909,C1,https://whoownswhat.justfix.org/bbl/2024280037
1010110042,120 CENTRAL PARK SOUTH,MN,115,0,1941,D4,https://whoownswhat.justfix.org/bbl/1010110042
4012800060,35-27 80 STREET,QN,15,0,1918,C6,https://whoownswhat.justfix.org/bbl/4012800060
2031490096,268 EAST 181 STREET,BX,26,0,1913,C6,https://whoownswhat.justfix.org/bbl/2031490096
1005280086,55 1/2 DOWNING STREET,MN,20,0,1876,C6,https://whoownswhat.justfix.org/bbl/1005280086
1020760038,504 WEST 145 STREET,MN,20,0,1910,D3,https://whoownswhat.justfix.org/bbl/1020760038
2024340045,321 EAST 166 STREET,BX,23,0,1921,C7,https://whoownswhat.justfix.org/bbl/2024340045
1003310065,500 GRAND STREET,MN,258,0,1949,D4,https://whoownswhat.justfix.org/bbl/1003310065
4097530033,90-28 GRACE COURT,QN,11,0,1910,C5,https://whoownswhat.justfix.org/bbl/4097530033
1018230001,1855 ADAM C POWELL BLVD,MN,24,0,1915,D4,https://whoownswhat.justfix.org/bbl/1018230001
3067960059,1775 EAST 13 STREET,BK,48,0,1940,D1,https://whoownswhat.justfix.org/bbl/3067960059
1012510001,180 RIVERSIDE DRIVE,MN,90,0,1922,D4,https://whoownswhat.justfix.org/bbl/1012510001
3006460040,708 5 AVENUE,BK,12,0,1930,C7,https://whoownswhat.justfix.org/bbl/3006460040
2029850069,922 ELSMERE PLACE,BX,15,0,1915,C1,https://whoownswhat.justfix.org/bbl/2029850069
4000190019,4-75 48 AVENUE,QN,578,0,2006,D8,https://whoownswhat.justfix.org/bbl/4000190019
1003860020,268 EAST 4 STREET,MN,12,0,1923,C6,https://whoownswhat.justfix.org/bbl/1003860020
1019210009,159 WEST 136 STREET,MN,11,0,2000,C5,https://whoownswhat.justfix.org/bbl/1019210009
1021790158,198 PINEHURST AVENUE,MN,60,0,1920,D4,https://whoownswhat.justfix.org/bbl/1021790158
1017280025,21 WEST 130 STREET,MN,11,0,1909,C5,https://whoownswhat.justfix.org/bbl/1017280025
1018430059,70 WEST 108 STREET,MN,16,0,1940,C6,https://whoownswhat.justfix.org/bbl/1018430059
3014520076,1483 ST MARKS AVENUE,BK,77,0,1995,D1,https://whoownswhat.justfix.org/bbl/3014520076
1015110069,975 PARK AVENUE,MN,61,0,1929,D4,https://whoownswhat.justfix.org/bbl/1015110069
2032700049,226 WEST 238 STREET,BX,27,0,1917,C7,https://whoownswhat.justfix.org/bbl/2032700049
1010100053,152 WEST 58 STREET,MN,38,0,1916,D4,https://whoownswhat.justfix.org/bbl/1010100053
3086690068,3045 OCEAN PARKWAY,BK,30,0,1931,C6,https://whoownswhat.justfix.org/bbl/3086690068
4049490064,33-53 PRINCE STREET,QN,12,0,1926,C1,https://whoownswhat.justfix.org/bbl/4049490064
1015400013,221 EAST 94 STREET,MN,20,0,1910,C5,https://whoownswhat.justfix.org/bbl/1015400013
1021100074,442 WEST 164 STREET,MN,20,0,1920,C1,https://whoownswhat.justfix.org/bbl/1021100074
1013920036,860 PARK AVENUE,MN,16,0,1925,D4,https://whoownswhat.justfix.org/bbl/1013920036
1014180001,1071 3 AVENUE,MN,131,0,1963,D4,https://whoownswhat.justfix.org/bbl/1014180001
4022660100,76-26 113 STREET,QN,47,0,1960,D4,https://whoownswhat.justfix.org/bbl/4022660100
2031810013,2192 WALTON AVENUE,BX,22,0,1928,C5,https://whoownswhat.justfix.org/bbl/2031810013
3018880020,119 CLINTON AVENUE,BK,12,0,1905,C6,https://whoownswhat.justfix.org/bbl/3018880020
1009140005,203 EAST 33 STREET,MN,20,0,1910,C4,https://whoownswhat.justfix.org/bbl/1009140005
3002080331,160 COLUMBIA HEIGHTS,BK,84,0,1939,D4,https://whoownswhat.justfix.org/bbl/3002080331
3041170017,87 EUCLID AVENUE,BK,60,0,1927,C1,https://whoownswhat.justfix.org/bbl/3041170017
1012100015,145 WEST 79 STREET,MN,66,0,1928,D4,https://whoownswhat.justfix.org/bbl/1012100015
1019160117,133 WEST 131 STREET,MN,11,0,1888,C5,https://whoownswhat.justfix.org/bbl/1019160117
3038080036,510 WYONA STREET,BK,20,0,1999,C1,https://whoownswhat.justfix.org/bbl/3038080036
1007450016,335 WEST 21 STREET,MN,20,0,1920,C6,https://whoownswhat.justfix.org/bbl/1007450016
3006690062,199 30 STREET,BK,21,0,1917,C1,https://whoownswhat.justfix.org/bbl/3006690062
1016020009,9 EAST 96 STREET,MN,47,0,1926,D4,https://whoownswhat.justfix.org/bbl/1016020009
1015100048,158 EAST 82 STREET,MN,16,0,1920,C5,https://whoownswhat.justfix.org/bbl/1015100048
1010630054,444 WEST 54 STREET,MN,19,0,1910,C6,https://whoownswhat.justfix.org/bbl/1010630054
3019160001,275 CLINTON AVENUE,BK,30,0,1897,D4,https://whoownswhat.justfix.org/bbl/3019160001
3020500104,194 TILLARY STREET,BK,47,0,1927,N2,https://whoownswhat.justfix.org/bbl/3020500104
1014020001,655 PARK AVENUE,MN,51,0,1923,D4,https://whoownswhat.justfix.org/bbl/1014020001
1011210008,61 WEST 68 STREET,MN,16,0,1892,C6,https://whoownswhat.justfix.org/bbl/1011210008
1014550012,417 EAST 60 STREET,MN,24,0,1910,C6,https://whoownswhat.justfix.org/bbl/1014550012
2024250020,1055 WEBSTER AVENUE,BX,200,0,1993,N2,https://whoownswhat.justfix.org/bbl/2024250020
3064850003,1511 INDEPENDENCE AVENUE,BK,134,0,1950,C6,https://whoownswhat.justfix.org/bbl/3064850003
3031760044,385 TROUTMAN STREET,BK,22,0,1931,D2,https://whoownswhat.justfix.org/bbl/3031760044
2031800013,2163 MORRIS AVENUE,BX,21,0,1917,C6,https://whoownswhat.justfix.org/bbl/2031800013
1017750045,160 EAST 127 STREET,MN,90,0,2003,D3,https://whoownswhat.justfix.org/bbl/1017750045
4050510007,41-39 PARSONS BOULEVARD,QN,16,0,1977,C1,https://whoownswhat.justfix.org/bbl/4050510007
1018870001,240 RIVERSIDE DRIVE,MN,47,0,1916,D4,https://whoownswhat.justfix.org/bbl/1018870001
4012770058,35-25 77 STREET,QN,96,0,1936,D4,https://whoownswhat.justfix.org/bbl/4012770058
1013870031,55 EAST 72 STREET,MN,29,0,1924,D4,https://whoownswhat.justfix.org/bbl/1013870031
1004170053,177 EAST HOUSTON STREET,MN,12,0,1900,K4,https://whoownswhat.justfix.org/bbl/1004170053
3072440058,711 MONTAUK COURT,BK,60,0,1955,D4,https://whoownswhat.justfix.org/bbl/3072440058
3052110044,2416 NEWKIRK AVENUE,BK,53,0,1931,D4,https://whoownswhat.justfix.org/bbl/3052110044
1001740023,81 FRANKLIN STREET,MN,11,0,1862,D7,https://whoownswhat.justfix.org/bbl/1001740023
3022010032,272 DIVISION AVENUE,BK,12,0,1915,C1,https://whoownswhat.justfix.org/bbl/3022010032
1008830027,101 LEXINGTON AVENUE,MN,18,0,1940,C7,https://whoownswhat.justfix.org/bbl/1008830027
1009100041,240 EAST 30 STREET,MN,38,0,1935,D4,https://whoownswhat.justfix.org/bbl/1009100041
4065270050,144-55 MELBOURNE AVENUE,QN,106,0,1954,D4,https://whoownswhat.justfix.org/bbl/4065270050
3023800014,136 NORTH 1 STREET,BK,16,0,1910,C1,https://whoownswhat.justfix.org/bbl/3023800014
2024480016,256 EAST 166 STREET,BX,12,0,1941,C1,https://whoownswhat.justfix.org/bbl/2024480016
2027400071,874 MANIDA STREET,BX,19,0,1910,C6,https://whoownswhat.justfix.org/bbl/2027400071
4052030013,45-28 SMART STREET,QN,16,0,1930,C1,https://whoownswhat.justfix.org/bbl/4052030013
3056330068,4802 12 AVENUE,BK,30,0,1924,D4,https://whoownswhat.justfix.org/bbl/3056330068
1015480014,333 EAST 85 STREET,MN,64,0,1900,C6,https://whoownswhat.justfix.org/bbl/1015480014
2024560095,1103 SHERIDAN AVENUE,BX,40,0,1927,C7,https://whoownswhat.justfix.org/bbl/2024560095
1014580044,402 EAST 64 STREET,MN,31,0,1980,D6,https://whoownswhat.justfix.org/bbl/1014580044
1003100027,35 ESSEX STREET,MN,30,0,1910,D5,https://whoownswhat.justfix.org/bbl/1003100027
2033560001,3505 PERRY AVENUE,BX,23,0,1931,D7,https://whoownswhat.justfix.org/bbl/2033560001
1021610128,566 WEST 191 STREET,MN,21,0,1914,C1,https://whoownswhat.justfix.org/bbl/1021610128
3007830028,454 49 STREET,BK,17,0,1907,C1,https://whoownswhat.justfix.org/bbl/3007830028
3030970011,108 SEIGEL STREET,BK,20,0,1958,C7,https://whoownswhat.justfix.org/bbl/3030970011
2032010003,2506 DAVIDSON AVENUE,BX,42,0,1941,D4,https://whoownswhat.justfix.org/bbl/2032010003
1015800043,512 EAST 84 STREET,MN,20,0,1910,D4,https://whoownswhat.justfix.org/bbl/1015800043
2029310098,605 EAST 169 STREET,BX,35,0,1931,D4,https://whoownswhat.justfix.org/bbl/2029310098
1003770067,241 EAST 7 STREET,MN,17,0,1900,C6,https://whoownswhat.justfix.org/bbl/1003770067
2052280012,3310 PALMER AVENUE,BX,68,0,1999,D9,https://whoownswhat.justfix.org/bbl/2052280012
1020540028,32 ST NICHOLAS PLACE,MN,20,0,1905,C1,https://whoownswhat.justfix.org/bbl/1020540028
2025080024,64 WEST 165 STREET,BX,30,0,1925,C7,https://whoownswhat.justfix.org/bbl/2025080024
5000010250,36-56 BAY STREET LANDING,SI,17,0,1985,D4,https://whoownswhat.justfix.org/bbl/5000010250
3058510047,6716 5 AVENUE,BK,21,0,1923,C7,https://whoownswhat.justfix.org/bbl/3058510047
2031100089,785 EAST 181 STREET,BX,23,0,1913,C6,https://whoownswhat.justfix.org/bbl/2031100089
1014660037,420 EAST 72 STREET,MN,191,0,1962,D4,https://whoownswhat.justfix.org/bbl/1014660037
1015540043,312 EAST 92 STREET,MN,28,0,1995,D3,https://whoownswhat.justfix.org/bbl/1015540043
2031640001,2298 CRESTON AVENUE,BX,28,0,1916,C7,https://whoownswhat.justfix.org/bbl/2031640001
1020020057,616 WEST 137 STREET,MN,25,0,1905,D4,https://whoownswhat.justfix.org/bbl/1020020057
3059420007,7501 5 AVENUE,BK,16,0,1930,C7,https://whoownswhat.justfix.org/bbl/3059420007
1018470063,306 WEST 114 STREET,MN,20,0,1900,C5,https://whoownswhat.justfix.org/bbl/1018470063
1006300007,661 WASHINGTON STREET,MN,15,0,1885,C4,https://whoownswhat.justfix.org/bbl/1006300007
4085130020,75-05 255 STREET,QN,40,0,1962,C6,https://whoownswhat.justfix.org/bbl/4085130020
1021790261,23 CHITTENDEN AVENUE,MN,18,0,1937,D4,https://whoownswhat.justfix.org/bbl/1021790261
1010560136,402 WEST 47 STREET,MN,15,0,1920,C7,https://whoownswhat.justfix.org/bbl/1010560136
1014980037,1050 PARK AVENUE,MN,60,0,1923,D4,https://whoownswhat.justfix.org/bbl/1014980037
3051860034,2225 DITMAS AVENUE,BK,20,0,1917,C1,https://whoownswhat.justfix.org/bbl/3051860034
4015840010,46-11 88 STREET,QN,28,0,1988,D9,https://whoownswhat.justfix.org/bbl/4015840010
3046530027,691 LINDEN BOULEVARD,BK,23,0,1925,C1,https://whoownswhat.justfix.org/bbl/3046530027
1006210013,96 PERRY STREET,MN,36,0,1900,D4,https://whoownswhat.justfix.org/bbl/1006210013
1004110003,150 ORCHARD STREET,MN,20,0,1920,C7,https://whoownswhat.justfix.org/bbl/1004110003
1014390042,320 EAST 65 STREET,MN,71,0,1930,D3,https://whoownswhat.justfix.org/bbl/1014390042
1015180039,1600 3 AVENUE,MN,34,0,1920,D6,https://whoownswhat.justfix.org/bbl/1015180039
3014310045,2027 PACIFIC STREET,BK,56,0,1910,C1,https://whoownswhat.justfix.org/bbl/3014310045
2024780040,1113 WALTON AVENUE,BX,61,0,1925,C1,https://whoownswhat.justfix.org/bbl/2024780040
4012790030,35-54 80 STREET,QN,11,0,1918,C6,https://whoownswhat.justfix.org/bbl/4012790030
1018740037,206 WEST 103 STREET,MN,48,0,1945,D4,https://whoownswhat.justfix.org/bbl/1018740037
1007190036,405 WEST 21 STREET,MN,12,0,1853,C6,https://whoownswhat.justfix.org/bbl/1007190036
1005430062,123 WEST 3 STREET,MN,20,0,1871,C7,https://whoownswhat.justfix.org/bbl/1005430062
3011710048,328 STERLING PLACE,BK,25,0,1931,D4,https://whoownswhat.justfix.org/bbl/3011710048
1004110006,156 ORCHARD STREET,MN,16,0,1900,D9,https://whoownswhat.justfix.org/bbl/1004110006
1003910047,325 EAST 8 STREET,MN,13,0,2000,D1,https://whoownswhat.justfix.org/bbl/1003910047
