bbl,address,borough,unitsres,rs_units,yearbuilt,bldgclass,wow_link
3051020063,2101 ALBEMARLE ROAD,BK,94,0,1939,D1,https://whoownswhat.justfix.org/bbl/3051020063
3024310036,151 SOUTH 4 STREET,BK,25,0,1906,C6,https://whoownswhat.justfix.org/bbl/3024310036
1005830024,40 MORTON STREET,MN,15,0,1887,C4,https://whoownswhat.justfix.org/bbl/1005830024
1014990010,11 EAST 87 STREET,MN,85,0,1954,D4,https://whoownswhat.justfix.org/bbl/1014990010
1005670007,33 5 AVENUE,MN,60,0,1923,D4,https://whoownswhat.justfix.org/bbl/1005670007
1019030038,102 WEST 119 STREET,MN,16,0,1901,D1,https://whoownswhat.justfix.org/bbl/1019030038
2031270026,931 EAST 178 STREET,BX,30,0,1993,C9,https://whoownswhat.justfix.org/bbl/2031270026
1017560056,2090 MADISON AVENUE,MN,24,0,1920,C6,https://whoownswhat.justfix.org/bbl/1017560056
1022430332,48 PARK TERRACE EAST,MN,70,0,1941,D4,https://whoownswhat.justfix.org/bbl/1022430332
1008660067,12 EAST 37 STREET,MN,19,0,1910,C7,https://whoownswhat.justfix.org/bbl/1008660067
1013930043,66 EAST 79 STREET,MN,20,0,1926,D4,https://whoownswhat.justfix.org/bbl/1013930043
4097670005,88-55 161 STREET,QN,39,0,1931,N9,https://whoownswhat.justfix.org/bbl/4097670005
1007610009,347 WEST 37 STREET,MN,20,0,1920,N9,https://whoownswhat.justfix.org/bbl/1007610009
1018610008,153 WEST 106 STREET,MN,15,0,1910,C6,https://whoownswhat.justfix.org/bbl/1018610008
1001430001,47 HUDSON STREET,MN,36,0,1881,D4,https://whoownswhat.justfix.org/bbl/1001430001
3052200064,1055 OCEAN AVENUE,BK,38,0,1931,C1,https://whoownswhat.justfix.org/bbl/3052200064
3068880006,8835 23 AVENUE,BK,59,0,1927,D4,https://whoownswhat.justfix.org/bbl/3068880006
4014430051,34-43 82 STREET,QN,11,0,1916,C6,https://whoownswhat.justfix.org/bbl/4014430051
1008860073,126 EAST 31 STREET,MN,11,0,1915,D5,https://whoownswhat.justfix.org/bbl/1008860073
1021680063,325 WADSWORTH AVENUE,MN,24,0,1920,C1,https://whoownswhat.justfix.org/bbl/1021680063
3052570035,310 WINDSOR PLACE,BK,21,0,1914,C6,https://whoownswhat.justfix.org/bbl/3052570035
3067430079,1317 EAST 14 STREET,BK,53,0,1926,C1,https://whoownswhat.justfix.org/bbl/3067430079
1010460013,339 WEST 55 STREET,MN,72,0,1925,D4,https://whoownswhat.justfix.org/bbl/1010460013
1002670037,371 MADISON STREET,MN,117,0,1908,D9,https://whoownswhat.justfix.org/bbl/1002670037
3050480094,253 PARKSIDE AVENUE,BK,16,0,1931,C1,https://whoownswhat.justfix.org/bbl/3050480094
3056230012,1314 46 STREET,BK,34,0,1935,D7,https://whoownswhat.justfix.org/bbl/3056230012
3055600020,1718 66 STREET,BK,27,0,1931,C1,https://whoownswhat.justfix.org/bbl/3055600020
1015300040,216 EAST 85 STREET,MN,15,0,1910,C7,https://whoownswhat.justfix.org/bbl/1015300040
1014210001,1131 3 AVENUE,MN,256,0,1961,D4,https://whoownswhat.justfix.org/bbl/1014210001
3036790001,73 JUNIUS STREET,BK,204,0,1928,N2,https://whoownswhat.justfix.org/bbl/3036790001
1016040001,1170 5 AVENUE,MN,60,0,1926,D4,https://whoownswhat.justfix.org/bbl/1016040001
2028440043,1466 TOWNSEND AVENUE,BX,60,0,1940,D1,https://whoownswhat.justfix.org/bbl/2028440043
4163400050,1 ROCKAWAY POINT BLVD,QN,411,0,1938,A8,https://whoownswhat.justfix.org/bbl/4163400050
3018510063,25 MAC DONOUGH STREET,BK,19,0,1900,C1,https://whoownswhat.justfix.org/bbl/3018510063
1005900011,277 BLEECKER STREET,MN,20,0,1901,C6,https://whoownswhat.justfix.org/bbl/1005900011
3053920042,478 EAST 9 STREET,BK,17,0,1916,C6,https://whoownswhat.justfix.org/bbl/3053920042
3011000027,424 13 STREET,BK,20,0,1891,C6,https://whoownswhat.justfix.org/bbl/3011000027
1018890064,306 WEST 102 STREET,MN,24,0,1902,D3,https://whoownswhat.justfix.org/bbl/1018890064
4047540001,160-01 16 AVENUE,QN,132,0,1951,C6,https://whoownswhat.justfix.org/bbl/4047540001
1004010019,518 EAST 6 STREET,MN,15,0,1900,C4,https://whoownswhat.justfix.org/bbl/1004010019
1003310120,530 GRAND STREET,MN,525,0,1949,D4,https://whoownswhat.justfix.org/bbl/1003310120
1018600005,161 WEST 105 STREET,MN,20,0,1930,C6,https://whoownswhat.justfix.org/bbl/1018600005
1018920025,312 WEST 107 STREET,MN,15,0,1899,C6,https://whoownswhat.justfix.org/bbl/1018920025
1009100046,226 EAST 30 STREET,MN,126,0,1989,D6,https://whoownswhat.justfix.org/bbl/1009100046
1008180019,27 WEST 16 STREET,MN,75,0,1851,D5,https://whoownswhat.justfix.org/bbl/1008180019
1020020089,614 WEST 136 STREET,MN,20,0,1905,C6,https://whoownswhat.justfix.org/bbl/1020020089
3021140023,686 FULTON STREET,BK,45,0,1907,C7,https://whoownswhat.justfix.org/bbl/3021140023
1016310041,180 EAST 104 STREET,MN,33,0,1910,C6,https://whoownswhat.justfix.org/bbl/1016310041
3057910007,404 61 STREET,BK,17,0,1912,C1,https://whoownswhat.justfix.org/bbl/3057910007
1005580044,115 EAST 12 STREET,MN,69,0,1900,D5,https://whoownswhat.justfix.org/bbl/1005580044
3032410011,1150 DEKALB AVENUE,BK,12,0,1931,C1,https://whoownswhat.justfix.org/bbl/3032410011
2028740106,1531 NELSON AVENUE,BX,14,0,1920,C1,https://whoownswhat.justfix.org/bbl/2028740106
2026630004,1218 BOSTON ROAD,BX,13,0,1905,C6,https://whoownswhat.justfix.org/bbl/2026630004
1004780013,166 ELIZABETH STREET,MN,22,0,1908,C7,https://whoownswhat.justfix.org/bbl/1004780013
1014280045,1285 3 AVENUE,MN,153,0,1962,D4,https://whoownswhat.justfix.org/bbl/1014280045
3008290020,246 55 STREET,BK,32,0,1998,D7,https://whoownswhat.justfix.org/bbl/3008290020
3008660071,723 60 STREET,BK,16,0,1924,C1,https://whoownswhat.justfix.org/bbl/3008660071
1013840026,25 EAST 69 STREET,MN,11,0,1953,D4,https://whoownswhat.justfix.org/bbl/1013840026
1008180058,12 WEST 17 STREET,MN,11,0,1912,D4,https://whoownswhat.justfix.org/bbl/1008180058
3022120021,202 HEWES STREET,BK,16,0,1910,C7,https://whoownswhat.justfix.org/bbl/3022120021
1019030062,1975 ADAM C POWELL BLVD,MN,20,0,1920,C4,https://whoownswhat.justfix.org/bbl/1019030062
3011800027,213 EASTERN PARKWAY,BK,16,0,1931,C6,https://whoownswhat.justfix.org/bbl/3011800027
1013720073,35 SUTTON PLACE,MN,127,0,1960,D4,https://whoownswhat.justfix.org/bbl/1013720073
1011180022,5 WEST 65 STREET,MN,274,0,1969,D4,https://whoownswhat.justfix.org/bbl/1011180022
1003760016,248 EAST 7 STREET,MN,12,0,1928,C6,https://whoownswhat.justfix.org/bbl/1003760016
4158900097,3-09 BEACH 53 STREET,QN,16,0,2004,D3,https://whoownswhat.justfix.org/bbl/4158900097
1011490043,120 WEST 78 STREET,MN,18,0,1969,D4,https://whoownswhat.justfix.org/bbl/1011490043
1008940006,105 EAST 38 STREET,MN,27,0,1924,D4,https://whoownswhat.justfix.org/bbl/1008940006
2032260053,1 FORDHAM HILL OVAL,BX,1116,0,1950,D4,https://whoownswhat.justfix.org/bbl/2032260053
1004110011,166 ORCHARD STREET,MN,25,0,1920,C7,https://whoownswhat.justfix.org/bbl/1004110011
1009040039,222 EAST 24 STREET,MN,12,0,1900,D4,https://whoownswhat.justfix.org/bbl/1009040039
4161860064,166 BEACH 114 STREET,QN,26,0,1930,C5,https://whoownswhat.justfix.org/bbl/4161860064
1014920069,995 5 AVENUE,MN,35,0,1926,D4,https://whoownswhat.justfix.org/bbl/1014920069
1001610001,196 PARK ROW,MN,250,0,1965,D4,https://whoownswhat.justfix.org/bbl/1001610001
1008830046,380 3 AVENUE,MN,16,0,1930,C7,https://whoownswhat.justfix.org/bbl/1008830046
2030970053,2141 PROSPECT AVENUE,BX,15,0,1910,C6,https://whoownswhat.justfix.org/bbl/2030970053
3030140001,125 KNICKERBOCKER AVENUE,BK,15,0,1931,D6,https://whoownswhat.justfix.org/bbl/3030140001
3035650048,810 HOWARD AVENUE,BK,24,0,1930,N9,https://whoownswhat.justfix.org/bbl/3035650048
1016280024,179 EAST 100 STREET,MN,35,0,1910,C4,https://whoownswhat.justfix.org/bbl/1016280024
3016660045,270 MALCOLM X BOULEVARD,BK,12,0,1891,C1,https://whoownswhat.justfix.org/bbl/3016660045
1002760025,47 MARKET STREET,MN,14,0,1900,C7,https://whoownswhat.justfix.org/bbl/1002760025
1014320027,266 EAST 78 STREET,MN,17,0,1981,D6,https://whoownswhat.justfix.org/bbl/1014320027
3012610058,465 EASTERN PARKWAY,BK,21,0,1915,C6,https://whoownswhat.justfix.org/bbl/3012610058
3074670013,2654 EAST 23 STREET,BK,16,0,1982,C1,https://whoownswhat.justfix.org/bbl/3074670013
3019610032,387 CLINTON AVENUE,BK,19,0,1897,D4,https://whoownswhat.justfix.org/bbl/3019610032
3010730041,35 PROSPECT PARK WEST,BK,70,0,1929,D4,https://whoownswhat.justfix.org/bbl/3010730041
1005930003,141 WAVERLY PLACE,MN,12,0,1900,C6,https://whoownswhat.justfix.org/bbl/1005930003
4008470051,21-46 29 STREET,QN,16,0,1928,C1,https://whoownswhat.justfix.org/bbl/4008470051
2033570225,3488 WEBSTER AVENUE,BX,15,0,1912,C7,https://whoownswhat.justfix.org/bbl/2033570225
1006360013,1 WEEHAWKEN STREET,MN,14,0,1873,C6,https://whoownswhat.justfix.org/bbl/1006360013
3023410001,151 KENT AVENUE,BK,50,0,1910,D5,https://whoownswhat.justfix.org/bbl/3023410001
1004200068,167 ELDRIDGE STREET,MN,18,0,2002,D6,https://whoownswhat.justfix.org/bbl/1004200068
3002420012,103 MONTAGUE STREET,BK,25,0,1899,D4,https://whoownswhat.justfix.org/bbl/3002420012
1013110045,150 EAST 57 STREET,MN,144,0,1997,D8,https://whoownswhat.justfix.org/bbl/1013110045
3062630017,2024 78 STREET,BK,22,0,1924,C1,https://whoownswhat.justfix.org/bbl/3062630017
1008660009,9 EAST 36 STREET,MN,16,0,1925,D7,https://whoownswhat.justfix.org/bbl/1008660009
1010610027,409 WEST 51 STREET,MN,33,0,1910,C4,https://whoownswhat.justfix.org/bbl/1010610027
1007630077,534 9 AVENUE,MN,17,0,1901,C6,https://whoownswhat.justfix.org/bbl/1007630077
1012240013,149 WEST 93 STREET,MN,31,0,1926,C6,https://whoownswhat.justfix.org/bbl/1012240013
1003850056,228 EAST 2 STREET,MN,28,0,1900,D4,https://whoownswhat.justfix.org/bbl/1003850056
1001340025,258 BROADWAY,MN,44,0,1900,D4,https://whoownswhat.justfix.org/bbl/1001340025
1008310026,13 WEST 29 STREET,MN,15,0,1910,C7,https://whoownswhat.justfix.org/bbl/1008310026
1020750017,515 WEST 143 STREET,MN,24,0,1908,D4,https://whoownswhat.justfix.org/bbl/1020750017
4000180001,4-74 48 AVENUE,QN,522,0,1996,D4,https://whoownswhat.justfix.org/bbl/4000180001
1019490047,540 MANHATTAN AVENUE,MN,77,0,1912,D1,https://whoownswhat.justfix.org/bbl/1019490047
2029310079,1345 FRANKLIN AVENUE,BX,61,0,2003,D1,https://whoownswhat.justfix.org/bbl/2029310079
3073220001,2005 EAST 17 STREET,BK,16,0,1925,M1,https://whoownswhat.justfix.org/bbl/3073220001
1015440006,305 EAST 81 STREET,MN,20,0,1910,C1,https://whoownswhat.justfix.org/bbl/1015440006
2048400023,747 EAST 226 STREET,BX,23,0,1963,C6,https://whoownswhat.justfix.org/bbl/2048400023
1003870037,55 AVENUE C,MN,24,0,1900,C6,https://whoownswhat.justfix.org/bbl/1003870037
2057580442,315 WEST 232 STREET,BX,72,0,1974,D4,https://whoownswhat.justfix.org/bbl/2057580442
1001990034,106 BAYARD STREET,MN,48,0,1915,D7,https://whoownswhat.justfix.org/bbl/1001990034
2027870001,1450 MORRIS AVENUE,BX,214,0,1990,N2,https://whoownswhat.justfix.org/bbl/2027870001
1015230001,1197 PARK AVENUE,MN,148,0,1961,D4,https://whoownswhat.justfix.org/bbl/1015230001
1019900013,25 CLAREMONT AVENUE,MN,32,0,1910,D3,https://whoownswhat.justfix.org/bbl/1019900013
2057140164,3130 IRWIN AVENUE,BX,224,0,1961,D4,https://whoownswhat.justfix.org/bbl/2057140164
1012530090,328 WEST 96 STREET,MN,24,0,1930,C6,https://whoownswhat.justfix.org/bbl/1012530090
1020820052,526 WEST 151 STREET,MN,43,0,1930,D1,https://whoownswhat.justfix.org/bbl/1020820052
4049940041,140-74 34 AVENUE,QN,42,0,1987,D7,https://whoownswhat.justfix.org/bbl/4049940041
4012780032,35-56 79 STREET,QN,16,0,1921,C6,https://whoownswhat.justfix.org/bbl/4012780032
1015180030,163 EAST 89 STREET,MN,12,0,1920,C4,https://whoownswhat.justfix.org/bbl/1015180030
1006940042,520 WEST 23 STREET,MN,107,0,2003,D4,https://whoownswhat.justfix.org/bbl/1006940042
1005770030,18 WEST 14 STREET,MN,83,0,1962,D4,https://whoownswhat.justfix.org/bbl/1005770030
1006100030,39 CHRISTOPHER STREET,MN,22,0,1908,C7,https://whoownswhat.justfix.org/bbl/1006100030
1009390038,340 EAST 34 STREET,MN,200,0,1962,D7,https://whoownswhat.justfix.org/bbl/1009390038
4067120081,152-11 UNION TURNPIKE,QN,30,0,2004,D6,https://whoownswhat.justfix.org/bbl/4067120081
4157440001,29-64 BEACH CHANNEL DRIVE,QN,99,0,2007,D9,https://whoownswhat.justfix.org/bbl/4157440001
2026240075,661 CAULDWELL AVENUE,BX,51,0,1920,N2,https://whoownswhat.justfix.org/bbl/2026240075
1010100051,150 WEST 58 STREET,MN,55,0,1927,D6,https://whoownswhat.justfix.org/bbl/1010100051
1013440040,324 EAST 52 STREET,MN,24,0,1904,C4,https://whoownswhat.justfix.org/bbl/1013440040
3002550020,165 JORALEMON STREET,BK,40,0,1930,D5,https://whoownswhat.justfix.org/bbl/3002550020
1000160221,450 NORTH END AVENUE,MN,151,0,1998,D8,https://whoownswhat.justfix.org/bbl/1000160221
4000300026,47-33 5 STREET,QN,30,0,1931,D1,https://whoownswhat.justfix.org/bbl/4000300026
3017320016,204 ELLERY STREET,BK,27,0,1931,C1,https://whoownswhat.justfix.org/bbl/3017320016
1005740011,64 WEST 11 STREET,MN,14,0,1855,C6,https://whoownswhat.justfix.org/bbl/1005740011
2026230060,611 EAST 149 STREET,BX,39,0,1923,D5,https://whoownswhat.justfix.org/bbl/2026230060
1003860058,223 EAST 3 STREET,MN,24,0,1900,D4,https://whoownswhat.justfix.org/bbl/1003860058
1022410018,624 WEST 207 STREET,MN,20,0,1916,C6,https://whoownswhat.justfix.org/bbl/1022410018
1004150076,121 ORCHARD STREET,MN,14,0,1900,C7,https://whoownswhat.justfix.org/bbl/1004150076
1018600011,149 WEST 105 STREET,MN,34,0,1925,D7,https://whoownswhat.justfix.org/bbl/1018600011
2028790170,184 WEST BURNSIDE AVENUE,BX,70,0,1927,C1,https://whoownswhat.justfix.org/bbl/2028790170
2024500048,1235 MORRIS AVENUE,BX,49,0,1927,C1,https://whoownswhat.justfix.org/bbl/2024500048
2031070029,2001 MARMION AVENUE,BX,35,0,1920,N9,https://whoownswhat.justfix.org/bbl/2031070029
4011990020,34-43 60 STREET,QN,82,0,1962,D4,https://whoownswhat.justfix.org/bbl/4011990020
1015530002,1734 2 AVENUE,MN,39,0,1930,C7,https://whoownswhat.justfix.org/bbl/1015530002
1011280052,34 WEST 76 STREET,MN,13,0,1891,C6,https://whoownswhat.justfix.org/bbl/1011280052
1017450005,5 EAST 118 STREET,MN,175,0,1988,D9,https://whoownswhat.justfix.org/bbl/1017450005
2031580014,2250 GRAND CONCOURSE,BX,21,0,1915,C1,https://whoownswhat.justfix.org/bbl/2031580014
1015290038,216 EAST 84 STREET,MN,20,0,1925,C5,https://whoownswhat.justfix.org/bbl/1015290038
4014560056,35-35 82 STREET,QN,20,0,1915,C6,https://whoownswhat.justfix.org/bbl/4014560056
4058630035,14-48 212 STREET,QN,32,0,1958,C6,https://whoownswhat.justfix.org/bbl/4058630035
2023310072,283 EAST 149 STREET,BX,51,0,1910,C7,https://whoownswhat.justfix.org/bbl/2023310072
4012270006,39-75 56 STREET,QN,54,0,1928,D4,https://whoownswhat.justfix.org/bbl/4012270006
4032910080,150 BURNS STREET,QN,43,0,1932,D4,https://whoownswhat.justfix.org/bbl/4032910080
1017510064,20 EAST 127 STREET,MN,11,0,1869,C5,https://whoownswhat.justfix.org/bbl/1017510064
3004590002,395 COURT STREET,BK,15,0,1931,C7,https://whoownswhat.justfix.org/bbl/3004590002
3009740065,317 3 STREET,BK,13,0,1920,C6,https://whoownswhat.justfix.org/bbl/3009740065
1011430001,171 WEST 71 STREET,MN,50,0,1902,D4,https://whoownswhat.justfix.org/bbl/1011430001
3007390030,566 44 STREET,BK,16,0,1913,C6,https://whoownswhat.justfix.org/bbl/3007390030
3055480056,1953 65 STREET,BK,21,0,1931,C6,https://whoownswhat.justfix.org/bbl/3055480056
1012440022,310 WEST 80 STREET,MN,36,0,1901,D1,https://whoownswhat.justfix.org/bbl/1012440022
1021440011,615 WEST 176 STREET,MN,17,0,1930,C1,https://whoownswhat.justfix.org/bbl/1021440011
1019250040,206 WEST 120 STREET,MN,26,0,1930,C1,https://whoownswhat.justfix.org/bbl/1019250040
1011990105,73 WEST 85 STREET,MN,14,0,1887,C5,https://whoownswhat.justfix.org/bbl/1011990105
1021800090,1 BENNETT AVENUE,MN,56,0,1950,D7,https://whoownswhat.justfix.org/bbl/1021800090
1010560005,459 WEST 46 STREET,MN,55,0,1995,D3,https://whoownswhat.justfix.org/bbl/1010560005
4006250012,30-83 33 STREET,QN,17,0,1926,C1,https://whoownswhat.justfix.org/bbl/4006250012
1019390030,2262 ADAM C POWELL BLVD,MN,33,0,1910,C4,https://whoownswhat.justfix.org/bbl/1019390030
1013870001,910 5 AVENUE,MN,54,0,1919,D4,https://whoownswhat.justfix.org/bbl/1013870001
1014710027,444 EAST 77 STREET,MN,16,0,1954,C5,https://whoownswhat.justfix.org/bbl/1014710027
1004110001,146 ORCHARD STREET,MN,16,0,1900,D7,https://whoownswhat.justfix.org/bbl/1004110001
3048530082,315 LINDEN BOULEVARD,BK,82,0,1929,D1,https://whoownswhat.justfix.org/bbl/3048530082
1008750003,239 PARK AVENUE SOUTH,MN,44,0,1911,D6,https://whoownswhat.justfix.org/bbl/1008750003
1019320060,282 WEST 127 STREET,MN,11,0,1910,C5,https://whoownswhat.justfix.org/bbl/1019320060
1019370012,249 WEST 131 STREET,MN,11,0,1910,C5,https://whoownswhat.justfix.org/bbl/1019370012
4043740035,31-50 140 STREET,QN,136,0,1957,D4,https://whoownswhat.justfix.org/bbl/4043740035
1014280039,220 EAST 74 STREET,MN,14,0,1900,C5,https://whoownswhat.justfix.org/bbl/1014280039
1013840001,880 5 AVENUE,MN,162,0,1948,D4,https://whoownswhat.justfix.org/bbl/1013840001
1012360001,580 WEST END AVENUE,MN,17,0,1927,D4,https://whoownswhat.justfix.org/bbl/1012360001
4102620006,109-14A 172 STREET,QN,60,0,1951,C6,https://whoownswhat.justfix.org/bbl/4102620006
1018840018,521 WEST 112 STREET,MN,44,0,1920,D3,https://whoownswhat.justfix.org/bbl/1018840018
1003080025,43 ORCHARD STREET,MN,13,0,1900,D7,https://whoownswhat.justfix.org/bbl/1003080025
1007710062,244 WEST 22 STREET,MN,20,0,1901,C4,https://whoownswhat.justfix.org/bbl/1007710062
1020100039,106 WEST 142 STREET,MN,18,0,1920,C1,https://whoownswhat.justfix.org/bbl/1020100039
1019420019,227 WEST 136 STREET,MN,11,0,1910,C5,https://whoownswhat.justfix.org/bbl/1019420019
2039060023,345 BRONX PARK AVENUE,BX,12,0,1905,C5,https://whoownswhat.justfix.org/bbl/2039060023
1016340016,1694 LEXINGTON AVENUE,MN,11,0,1910,C5,https://whoownswhat.justfix.org/bbl/1016340016
2030960052,2120 CROTONA AVENUE,BX,35,0,1914,C1,https://whoownswhat.justfix.org/bbl/2030960052
4161790017,1-79 BEACH 108 STREET,QN,12,0,1930,C5,https://whoownswhat.justfix.org/bbl/4161790017
3013690060,1625 PARK PLACE,BK,23,0,1910,C1,https://whoownswhat.justfix.org/bbl/3013690060
1003760030,274 EAST 7 STREET,MN,13,0,1910,C4,https://whoownswhat.justfix.org/bbl/1003760030
1006140037,237 WEST 11 STREET,MN,20,0,1904,C6,https://whoownswhat.justfix.org/bbl/1006140037
1009070011,215 EAST 26 STREET,MN,18,0,1912,C7,https://whoownswhat.justfix.org/bbl/1009070011
1013810035,640 PARK AVENUE,MN,12,0,1914,D4,https://whoownswhat.justfix.org/bbl/1013810035
1010570040,410 WEST 48 STREET,MN,24,0,1930,C7,https://whoownswhat.justfix.org/bbl/1010570040
3072240128,702 KATHLEEN PLACE,BK,36,0,1953,D4,https://whoownswhat.justfix.org/bbl/3072240128
1019170012,149 WEST 132 STREET,MN,15,0,1889,I7,https://whoownswhat.justfix.org/bbl/1019170012
1004490002,120 2 AVENUE,MN,12,0,1920,C6,https://whoownswhat.justfix.org/bbl/1004490002
3002170001,75 HENRY STREET,BK,370,0,1967,D4,https://whoownswhat.justfix.org/bbl/3002170001
1010670062,886 10 AVENUE,MN,18,0,1910,C7,https://whoownswhat.justfix.org/bbl/1010670062
4012800051,35-47 80 STREET,QN,11,0,1918,C6,https://whoownswhat.justfix.org/bbl/4012800051
1004150063,81 RIVINGTON STREET,MN,16,0,1900,C7,https://whoownswhat.justfix.org/bbl/1004150063
1007400049,332 WEST 17 STREET,MN,15,0,1900,C6,https://whoownswhat.justfix.org/bbl/1007400049
3066810399,1800 OCEAN PARKWAY,BK,83,0,1931,D4,https://whoownswhat.justfix.org/bbl/3066810399
1017510030,53 EAST 126 STREET,MN,11,0,1905,C5,https://whoownswhat.justfix.org/bbl/1017510030
1015450052,1592 2 AVENUE,MN,16,0,1920,C7,https://whoownswhat.justfix.org/bbl/1015450052
1013230015,235 EAST 49 STREET,MN,75,0,1927,D4,https://whoownswhat.justfix.org/bbl/1013230015
1009160035,655 2 AVENUE,MN,22,0,1982,D7,https://whoownswhat.justfix.org/bbl/1009160035
4031540025,96-09 67 AVENUE,QN,60,0,1951,D4,https://whoownswhat.justfix.org/bbl/4031540025
1004690044,239 EAST 13 STREET,MN,24,0,1920,C4,https://whoownswhat.justfix.org/bbl/1004690044
3018670072,1281 ATLANTIC AVENUE,BK,36,0,1910,C7,https://whoownswhat.justfix.org/bbl/3018670072
3024310003,343 BEDFORD AVENUE,BK,24,0,1907,C6,https://whoownswhat.justfix.org/bbl/3024310003
4054220056,43-26 165 STREET,QN,16,0,1927,C1,https://whoownswhat.justfix.org/bbl/4054220056
4019460001,99-06 58 AVENUE,QN,225,0,1962,D4,https://whoownswhat.justfix.org/bbl/4019460001
1020660057,464 WEST 152 STREET,MN,20,0,1915,C6,https://whoownswhat.justfix.org/bbl/1020660057
1011440037,110 WEST 73 STREET,MN,19,0,1885,C1,https://whoownswhat.justfix.org/bbl/1011440037
4085170002,74-02 263 STREET,QN,180,0,1948,C6,https://whoownswhat.justfix.org/bbl/4085170002
1021110079,2139 AMSTERDAM AVENUE,MN,13,0,1910,C4,https://whoownswhat.justfix.org/bbl/1021110079
3012960039,272 CROWN STREET,BK,70,0,1927,D7,https://whoownswhat.justfix.org/bbl/3012960039
4051920001,44-65 KISSENA BOULEVARD,QN,168,0,1955,D4,https://whoownswhat.justfix.org/bbl/4051920001
1019820065,12 OLD BROADWAY,MN,24,0,1905,C7,https://whoownswhat.justfix.org/bbl/1019820065
1020300034,2492 ADAM C POWELL BLVD,MN,24,0,1921,C7,https://whoownswhat.justfix.org/bbl/1020300034
1020140020,133 WEST 145 STREET,MN,30,0,1926,C1,https://whoownswhat.justfix.org/bbl/1020140020
1010340010,331 WEST 43 STREET,MN,19,0,1910,C4,https://whoownswhat.justfix.org/bbl/1010340010
1011230060,62 WEST 71 STREET,MN,17,0,1892,C5,https://whoownswhat.justfix.org/bbl/1011230060
1013500014,333 EAST 57 STREET,MN,35,0,1928,D4,https://whoownswhat.justfix.org/bbl/1013500014
3015790014,298 ELLERY STREET,BK,14,0,1931,C1,https://whoownswhat.justfix.org/bbl/3015790014
3032780008,1381 MYRTLE AVENUE,BK,24,0,1931,C7,https://whoownswhat.justfix.org/bbl/3032780008
1015470045,312 EAST 85 STREET,MN,25,0,1910,C1,https://whoownswhat.justfix.org/bbl/1015470045
1018790001,2780 BROADWAY,MN,117,0,1929,D4,https://whoownswhat.justfix.org/bbl/1018790001
1005640041,840 BROADWAY,MN,11,0,1901,D4,https://whoownswhat.justfix.org/bbl/1005640041
3050260302,205 PARKSIDE AVENUE,BK,19,0,1910,HR,https://whoownswhat.justfix.org/bbl/3050260302
1012290054,2273 BROADWAY,MN,37,0,1910,D4,https://whoownswhat.justfix.org/bbl/1012290054
3048560012,440 LENOX ROAD,BK,108,0,1941,D1,https://whoownswhat.justfix.org/bbl/3048560012
3002210033,73 ORANGE STREET,BK,16,0,1900,C6,https://whoownswhat.justfix.org/bbl/3002210033
1007640044,208 WEST 15 STREET,MN,12,0,1920,C5,https://whoownswhat.justfix.org/bbl/1007640044
2031990066,2410 DAVIDSON AVENUE,BX,51,0,1923,C6,https://whoownswhat.justfix.org/bbl/2031990066
1015450039,318 EAST 83 STREET,MN,31,0,1939,C6,https://whoownswhat.justfix.org/bbl/1015450039
2033430300,3411 WAYNE AVENUE,BX,156,0,1961,D3,https://whoownswhat.justfix.org/bbl/2033430300
1015100072,951 PARK AVENUE,MN,28,0,1915,D4,https://whoownswhat.justfix.org/bbl/1015100072
4008720131,25-33 23 STREET,QN,31,0,1974,C9,https://whoownswhat.justfix.org/bbl/4008720131
2027200050,756 FOX STREET,BX,23,0,1928,C1,https://whoownswhat.justfix.org/bbl/2027200050
1011840083,315 WEST END AVENUE,MN,24,0,1948,D4,https://whoownswhat.justfix.org/bbl/1011840083
4033340186,77-16 AUSTIN STREET,QN,72,0,1929,D4,https://whoownswhat.justfix.org/bbl/4033340186
3087720022,2746 EAST 19 STREET,BK,48,0,1931,C6,https://whoownswhat.justfix.org/bbl/3087720022
1015500045,302 EAST 88 STREET,MN,59,0,1957,D4,https://whoownswhat.justfix.org/bbl/1015500045
1018770001,2745 BROADWAY,MN,64,0,1912,D4,https://whoownswhat.justfix.org/bbl/1018770001
1014940023,1089 MADISON AVENUE,MN,20,0,1912,D4,https://whoownswhat.justfix.org/bbl/1014940023
1020460050,214 BRADHURST AVENUE,MN,24,0,1910,C6,https://whoownswhat.justfix.org/bbl/1020460050
1010580035,717 9 AVENUE,MN,17,0,1901,C4,https://whoownswhat.justfix.org/bbl/1010580035
1022190032,274 NAGLE AVENUE,MN,18,0,1930,C7,https://whoownswhat.justfix.org/bbl/1022190032
1018840048,536 WEST 113 STREET,MN,48,0,1919,D3,https://whoownswhat.justfix.org/bbl/1018840048
1020140016,141 WEST 145 STREET,MN,32,0,1926,C1,https://whoownswhat.justfix.org/bbl/1020140016
3008990048,283 23 STREET,BK,12,0,1931,C1,https://whoownswhat.justfix.org/bbl/3008990048
1011860095,67 RIVERSIDE DRIVE,MN,37,0,1907,D4,https://whoownswhat.justfix.org/bbl/1011860095
1019910031,97 CLAREMONT AVENUE,MN,44,0,1931,W7,https://whoownswhat.justfix.org/bbl/1019910031
3007330017,826 43 STREET,BK,16,0,1916,C6,https://whoownswhat.justfix.org/bbl/3007330017
